Employee_ID,Department,Job_Title,Location,Performance_Rating,Experience_Years,Work_Mode,Salary_INR,Status
E00385,Sales,Sales Executive,Kolkata,4,4,Remote,998736,Active
E00386,Finance,Accountant,Mumbai,4,17,Hybrid,818302,Resigned
E00387,Marketing,Content Strategist,Bangalore,1,5,Remote,1692721,Active
E00388,Sales,Sales Manager,Bangalore,4,16,On-site,1272788,Resigned
E00389,Finance,Auditor,Delhi,5,3,On-site,1501775,Active
E00390,Finance,Financial Analyst,Pune,3,14,On-site,958521,Active
E00391,Operations,Operations Executive,Mumbai,4,4,On-site,1984339,Active
E00392,IT,Software Engineer,Chennai,5,14,On-site,417647,Resigned
E00393,Sales,Sales Executive,Chennai,1,16,Hybrid,1831420,Active
E00394,Finance,Auditor,Delhi,3,9,Remote,376060,Resigned
E00395,IT,DevOps Engineer,Pune,4,20,Remote,643574,Active
E00396,IT,ML Engineer,Kolkata,5,2,On-site,1756145,Active
E00397,Finance,Accountant,Bangalore,3,17,Hybrid,427912,Active
E00398,Finance,Accountant,Kolkata,5,7,On-site,489779,Active
E00399,Support,Tech Support,Chennai,2,10,On-site,2219710,Active
E00400,Operations,Operations Manager,Delhi,4,4,Hybrid,1868963,Active
E00401,HR,HR Manager,Bangalore,3,18,Hybrid,288635,Active
E00402,Marketing,Content Strategist,Kolkata,2,3,On-site,671280,Active
E00403,Support,Tech Support,Delhi,3,18,Hybrid,1722178,Active
E00404,Finance,Financial Analyst,Hyderabad,3,14,Hybrid,1481619,Active
E00405,Finance,Auditor,Bangalore,4,12,On-site,1491968,Active
E00406,Finance,Auditor,Pune,3,4,Hybrid,431948,Active
E00407,HR,HR Manager,Chennai,3,2,Hybrid,1611871,Active
E00408,IT,System Admin,Pune,1,14,Remote,2207233,Active
E00409,IT,System Admin,Bangalore,4,4,Hybrid,1418932,Active
E00410,Operations,Operations Executive,Kolkata,1,3,Hybrid,1637784,Active
E00411,Marketing,SEO Specialist,Kolkata,3,2,Hybrid,1340445,Active
E00412,Operations,Operations Manager,Chennai,5,18,Hybrid,713937,Resigned
E00413,Support,Customer Support,Mumbai,4,15,On-site,890473,Resigned
E00414,Support,Tech Support,Hyderabad,2,6,On-site,2495846,Active
E00415,Marketing,Content Strategist,Delhi,5,6,On-site,2152912,Active
E00416,Marketing,Marketing Executive,Chennai,5,18,On-site,1781192,Active
E00417,Support,Support Engineer,Kolkata,2,9,Remote,2340547,Active
E00418,HR,HR Manager,Mumbai,4,13,Remote,1313319,Active
E00419,Marketing,Content Strategist,Hyderabad,5,7,On-site,2058286,Active
E00420,HR,HR Manager,Kolkata,3,8,Hybrid,1126110,Active
E00421,IT,Data Analyst,Chennai,2,17,On-site,1190240,Resigned
E00422,HR,HR Assistant,Pune,5,11,Hybrid,1209131,Active
E00423,IT,System Admin,Delhi,1,1,On-site,1412126,Active
E00424,Finance,Accountant,Pune,4,18,On-site,2379593,Resigned
E00425,Operations,Operations Executive,Hyderabad,3,9,On-site,1646436,Active
E00426,Operations,Operations Executive,Bangalore,4,10,Remote,1933886,Active
E00427,IT,DevOps Engineer,Hyderabad,3,18,Hybrid,1686457,Active
E00428,Marketing,Content Strategist,Hyderabad,1,2,On-site,1421682,Resigned
E00429,Sales,BD Associate,Bangalore,5,17,Hybrid,593567,Active
E00430,Marketing,Content Strategist,Pune,1,3,Hybrid,1668412,Resigned
E00431,IT,ML Engineer,Mumbai,3,5,Hybrid,1608311,Active
E00432,IT,ML Engineer,Chennai,4,10,On-site,2289096,Active
E00433,Marketing,SEO Specialist,Chennai,4,14,Remote,443069,Active
E00434,Marketing,SEO Specialist,Pune,1,3,Remote,987954,Active
E00435,Support,Customer Support,Bangalore,4,19,On-site,1229114,Active
E00436,HR,HR Manager,Pune,1,19,On-site,2228030,Resigned
E00437,Sales,Sales Manager,Hyderabad,3,20,On-site,2461549,Active
E00438,Operations,Operations Manager,Kolkata,5,0,Hybrid,2136963,Active
E00439,Sales,BD Associate,Chennai,4,12,Remote,1886974,Active
E00440,Finance,Accountant,Kolkata,1,7,On-site,1028883,Active
E00441,Operations,Operations Executive,Chennai,2,1,On-site,1856734,Resigned
E00442,Sales,Sales Manager,Hyderabad,2,7,Remote,392980,Resigned
E00443,Sales,Sales Manager,Delhi,4,8,On-site,427241,Resigned
E00444,HR,HR Assistant,Mumbai,1,9,On-site,2304410,Active
E00445,Sales,BD Associate,Kolkata,4,10,On-site,2249920,Active
E00446,Marketing,SEO Specialist,Hyderabad,1,14,On-site,374932,Resigned
E00447,IT,System Admin,Pune,1,17,On-site,1736561,Resigned
E00448,Operations,Operations Manager,Chennai,5,5,On-site,1645285,Active
E00449,Marketing,SEO Specialist,Pune,5,2,On-site,1234156,Active
E00450,Operations,Logistics Coordinator,Hyderabad,1,16,Remote,997852,Active
E00451,Support,Customer Support,Bangalore,4,2,On-site,2071367,Active
E00452,HR,HR Manager,Bangalore,4,10,On-site,2148769,Active
E00453,Support,Customer Support,Pune,2,5,On-site,1719793,Active
E00454,Finance,Accountant,Mumbai,2,7,On-site,1699991,Active
E00455,Sales,BD Associate,Pune,1,10,Hybrid,1138403,Active
E00456,Marketing,Marketing Executive,Pune,4,8,Remote,1285811,Active
E00457,Sales,Sales Manager,Kolkata,3,20,On-site,1886091,Resigned
E00458,Support,Tech Support,Pune,5,2,Remote,2151740,Resigned
E00459,IT,System Admin,Mumbai,3,0,On-site,1391340,Active
E00460,Finance,Accountant,Pune,3,2,Remote,925673,Active
E00461,HR,HR Assistant,Hyderabad,5,19,Hybrid,1886675,Active
E00462,IT,Data Analyst,Mumbai,5,19,On-site,673177,Active
E00463,IT,Software Engineer,Chennai,2,0,On-site,1333116,Resigned
E00464,Sales,Sales Executive,Delhi,3,20,Hybrid,1407522,Resigned
E00465,Support,Tech Support,Kolkata,2,7,On-site,2024029,Active
E00466,HR,Recruiter,Mumbai,4,12,Hybrid,2440482,Active
E00467,Marketing,SEO Specialist,Bangalore,3,3,On-site,612916,Active
E00468,Support,Tech Support,Kolkata,5,3,Hybrid,522919,Active
E00469,Finance,Financial Analyst,Bangalore,1,20,On-site,2068902,Active
E00470,Support,Customer Support,Chennai,1,5,On-site,2062105,Resigned
E00471,Support,Customer Support,Chennai,5,19,On-site,2385730,Resigned
E00472,Sales,Sales Manager,Delhi,4,14,On-site,1452060,Resigned
E00473,HR,HR Manager,Pune,5,15,Remote,1781064,Active
E00474,Finance,Auditor,Pune,4,6,On-site,2306501,Active
E00475,IT,System Admin,Kolkata,2,9,On-site,2246961,Active
E00476,IT,Software Engineer,Delhi,2,16,Hybrid,1639678,Active
E00477,Operations,Operations Executive,Pune,1,0,Hybrid,1170114,Resigned
E00478,IT,Data Analyst,Kolkata,3,5,Remote,1364518,Active
E00479,Operations,Operations Manager,Bangalore,1,1,Remote,2409173,Resigned
E00480,Sales,Sales Executive,Delhi,1,16,Hybrid,2318671,Resigned
E00481,Finance,Financial Analyst,Kolkata,4,3,On-site,808963,Resigned
E00482,Marketing,SEO Specialist,Bangalore,2,3,Hybrid,728108,Active
E00483,IT,Software Engineer,Bangalore,3,20,Hybrid,1692181,Active
E00484,Marketing,Content Strategist,Delhi,4,15,On-site,513625,Active
E00485,Support,Tech Support,Mumbai,3,4,On-site,1809757,Active
E00486,Finance,Financial Analyst,Kolkata,3,18,On-site,1073759,Active
E00487,IT,Software Engineer,Hyderabad,5,10,On-site,2494747,Active
E00488,IT,DevOps Engineer,Bangalore,4,13,Hybrid,513031,Active
E00489,Marketing,SEO Specialist,Bangalore,3,4,On-site,1638509,Active
E00490,Sales,Sales Executive,Chennai,4,6,Hybrid,1818146,Active
E00491,Operations,Operations Executive,Mumbai,2,8,Remote,764265,Resigned
E00492,HR,HR Assistant,Mumbai,2,4,Remote,1805537,Active
E00493,IT,Software Engineer,Delhi,1,11,On-site,309778,Resigned
E00494,IT,System Admin,Mumbai,4,9,Hybrid,1913129,Active
E00495,Support,Tech Support,Chennai,4,8,On-site,2018555,Active
E00496,Finance,Auditor,Mumbai,5,1,Hybrid,1164565,Active
E00497,HR,HR Assistant,Bangalore,1,3,On-site,530833,Active
E00498,IT,System Admin,Mumbai,1,9,Hybrid,1084874,Active
E00499,Operations,Logistics Coordinator,Pune,4,1,On-site,988096,Active
E00500,Finance,Accountant,Mumbai,4,8,Remote,525049,Active
E00501,Marketing,SEO Specialist,Bangalore,2,17,Hybrid,2004867,Active
E00502,Support,Support Engineer,Hyderabad,4,8,On-site,973858,Active
E00503,IT,System Admin,Bangalore,1,9,Hybrid,471552,Active
E00504,Support,Tech Support,Kolkata,1,13,On-site,2352191,Active
E00505,Finance,Accountant,Mumbai,3,0,Hybrid,655841,Active
E00506,Support,Customer Support,Mumbai,3,3,Remote,1575644,Active
E00507,Finance,Financial Analyst,Pune,1,13,On-site,1258109,Resigned
E00508,IT,DevOps Engineer,Pune,3,6,On-site,1473451,Active
E00509,Operations,Operations Executive,Mumbai,3,20,On-site,1696250,Active
E00510,Marketing,SEO Specialist,Hyderabad,2,10,Remote,2158241,Active
E00511,Marketing,Content Strategist,Mumbai,1,12,On-site,1995030,Resigned
E00512,Marketing,Content Strategist,Bangalore,3,13,On-site,2272784,Active
E00513,Operations,Operations Executive,Chennai,1,9,Remote,1608126,Active
E00514,Finance,Accountant,Bangalore,4,11,On-site,1784263,Active
E00515,IT,DevOps Engineer,Chennai,2,19,Remote,1017286,Resigned
E00516,Support,Support Engineer,Hyderabad,2,16,Hybrid,1702879,Active
E00517,Operations,Operations Executive,Bangalore,3,12,Hybrid,2413349,Active
E00518,Operations,Operations Manager,Kolkata,1,11,Remote,1577042,Resigned
E00519,Support,Customer Support,Bangalore,5,14,Hybrid,1321775,Active
E00520,Support,Tech Support,Chennai,1,7,Remote,1837819,Active
E00521,Marketing,SEO Specialist,Bangalore,1,10,Hybrid,1649757,Resigned
E00522,Support,Tech Support,Hyderabad,2,8,On-site,2206874,Resigned
E00523,Support,Tech Support,Pune,3,14,Hybrid,634583,Active
E00524,IT,Software Engineer,Pune,1,18,Hybrid,734273,Active
E00525,Operations,Operations Manager,Bangalore,2,15,Remote,1702591,Active
E00526,Operations,Operations Executive,Kolkata,2,16,On-site,1357268,Active
E00527,Finance,Auditor,Mumbai,1,6,On-site,286413,Active
E00528,IT,System Admin,Chennai,3,14,Remote,1198202,Active
E00529,Sales,Sales Executive,Pune,4,8,Hybrid,1023952,Active
E00530,Marketing,Marketing Executive,Delhi,4,18,On-site,1656150,Active
E00531,Finance,Auditor,Mumbai,1,12,On-site,2416452,Resigned
E00532,IT,Data Analyst,Delhi,2,7,Remote,605054,Active
E00533,Sales,BD Associate,Hyderabad,4,16,On-site,2264017,Active
E00534,Marketing,Content Strategist,Hyderabad,5,9,On-site,1902562,Resigned
E00535,Marketing,Content Strategist,Kolkata,4,19,On-site,1691246,Active
E00536,Finance,Financial Analyst,Delhi,2,16,On-site,906030,Active
E00537,Operations,Logistics Coordinator,Bangalore,4,7,On-site,1026505,Active
E00538,Operations,Operations Manager,Kolkata,2,19,On-site,1362548,Resigned
E00539,Sales,Sales Executive,Delhi,4,8,On-site,808981,Active
E00540,IT,System Admin,Chennai,2,3,Remote,2203341,Resigned
E00541,HR,HR Assistant,Chennai,3,15,On-site,1754314,Active
E00542,Operations,Logistics Coordinator,Mumbai,4,9,Hybrid,2055518,Active
E00543,HR,HR Manager,Mumbai,4,18,Remote,1671969,Active
E00544,IT,Software Engineer,Kolkata,3,5,Hybrid,2107596,Active
E00545,Operations,Operations Executive,Mumbai,5,3,Remote,2068036,Active
E00546,Sales,BD Associate,Kolkata,4,4,Hybrid,1184048,Active
E00547,IT,DevOps Engineer,Kolkata,5,20,Remote,714462,Active
E00548,Marketing,SEO Specialist,Pune,1,13,Remote,659319,Active
E00549,Support,Support Engineer,Pune,2,1,Hybrid,1167472,Resigned
E00550,Marketing,Content Strategist,Hyderabad,4,10,Remote,354927,Active
E00551,Finance,Accountant,Delhi,3,14,On-site,1099776,Active
E00552,Finance,Auditor,Chennai,3,10,On-site,869003,Active
E00553,Finance,Financial Analyst,Pune,2,16,Hybrid,1132894,Active
E00554,HR,Recruiter,Delhi,5,20,On-site,2160332,Active
E00555,Finance,Auditor,Mumbai,2,10,Hybrid,887999,Active
E00556,Finance,Financial Analyst,Mumbai,4,4,Hybrid,2457282,Active
E00557,HR,HR Manager,Bangalore,2,19,Remote,668829,Resigned
E00558,Finance,Accountant,Mumbai,3,17,On-site,1291482,Resigned
E00559,Operations,Logistics Coordinator,Bangalore,3,8,On-site,250917,Resigned
E00560,Support,Support Engineer,Kolkata,4,17,Hybrid,2195692,Active
E00561,HR,HR Manager,Bangalore,3,10,On-site,578821,Active
E00562,Marketing,Content Strategist,Hyderabad,2,12,On-site,1717172,Active
E00563,HR,HR Manager,Mumbai,3,7,On-site,1679290,Resigned
E00564,Operations,Operations Manager,Pune,1,19,Remote,689439,Active
E00565,Finance,Auditor,Chennai,3,14,Hybrid,2144554,Active
E00566,Support,Support Engineer,Delhi,3,19,On-site,2399598,Active
E00567,Support,Tech Support,Chennai,4,6,On-site,2198939,Active
E00568,HR,HR Manager,Chennai,3,13,On-site,1119446,Active
E00569,HR,Recruiter,Hyderabad,2,5,Remote,2392771,Active
E00570,Sales,BD Associate,Chennai,1,7,On-site,456903,Resigned
E00571,Finance,Financial Analyst,Chennai,4,9,On-site,1027635,Active
E00572,Sales,Sales Executive,Mumbai,4,17,On-site,1972750,Active
E00573,Support,Customer Support,Mumbai,3,13,Remote,2095700,Active
E00574,HR,HR Manager,Delhi,4,15,On-site,1992166,Resigned
E00575,Support,Tech Support,Kolkata,2,9,On-site,2069400,Resigned
E00576,IT,Data Analyst,Delhi,4,7,Hybrid,366841,Active
E00577,Support,Tech Support,Kolkata,5,16,Hybrid,1854243,Resigned
E00578,Operations,Operations Manager,Chennai,1,11,On-site,1709410,Active
E00579,IT,System Admin,Mumbai,4,7,On-site,1422304,Active
E00580,Marketing,Content Strategist,Chennai,1,13,Hybrid,1686803,Active
E00581,IT,DevOps Engineer,Delhi,4,20,On-site,1197436,Active
E00582,Marketing,Marketing Executive,Pune,1,5,On-site,2047001,Resigned
E00583,Finance,Accountant,Delhi,5,4,On-site,2114445,Active
E00584,Sales,BD Associate,Kolkata,4,12,Hybrid,1864099,Active
E00585,IT,ML Engineer,Bangalore,1,14,On-site,266279,Resigned
E00586,HR,Recruiter,Chennai,3,14,Remote,1519670,Active
E00587,Sales,Sales Executive,Chennai,2,17,Hybrid,1988460,Active
E00588,HR,HR Assistant,Delhi,5,20,On-site,748512,Active
E00589,Sales,BD Associate,Bangalore,4,9,Hybrid,1770180,Resigned
E00590,Sales,Sales Manager,Bangalore,1,19,Remote,1558014,Resigned
E00591,Finance,Auditor,Mumbai,1,14,On-site,1387613,Active
E00592,Finance,Financial Analyst,Hyderabad,1,10,Remote,2363213,Resigned
E00593,Support,Tech Support,Kolkata,1,0,On-site,456548,Resigned
E00594,Support,Customer Support,Pune,2,5,On-site,2175618,Resigned
E00595,IT,Software Engineer,Delhi,3,10,On-site,998692,Active
E00596,Support,Tech Support,Kolkata,4,16,Hybrid,966773,Active
E00597,Marketing,Content Strategist,Chennai,3,19,Hybrid,769385,Active
E00598,Sales,Sales Manager,Chennai,4,16,Hybrid,670539,Active
E00599,HR,Recruiter,Pune,3,0,On-site,2333631,Active
E00600,Support,Customer Support,Hyderabad,4,8,On-site,987463,Active
E00601,Support,Customer Support,Chennai,1,1,On-site,867367,Resigned
E00602,HR,HR Assistant,Mumbai,4,7,Hybrid,520146,Active
E00603,Finance,Financial Analyst,Delhi,1,14,On-site,2129732,Resigned
E00604,Support,Customer Support,Kolkata,2,19,Hybrid,896275,Resigned
E00605,Support,Support Engineer,Pune,1,1,On-site,1584649,Resigned
E00606,Sales,Sales Executive,Hyderabad,5,0,On-site,2451340,Resigned
E00607,HR,HR Manager,Hyderabad,1,20,Hybrid,2276361,Active
E00608,IT,System Admin,Hyderabad,4,17,On-site,1104741,Active
E00609,Finance,Financial Analyst,Mumbai,1,19,On-site,1878662,Resigned
E00610,Operations,Operations Manager,Chennai,5,4,On-site,677244,Active
E00611,Operations,Operations Executive,Delhi,2,0,Hybrid,2459821,Active
E00612,Sales,BD Associate,Mumbai,5,7,On-site,896012,Active
E00613,HR,HR Manager,Bangalore,2,20,On-site,2255534,Resigned
E00614,Sales,Sales Executive,Kolkata,5,14,Hybrid,1065864,Active
E00615,Marketing,SEO Specialist,Chennai,1,5,Remote,1345687,Resigned
E00616,IT,Software Engineer,Pune,2,12,On-site,629653,Active
E00617,Marketing,Content Strategist,Chennai,5,12,On-site,873607,Active
E00618,Marketing,Marketing Executive,Pune,2,16,On-site,763953,Resigned
E00619,Operations,Operations Manager,Hyderabad,3,17,Remote,1828232,Active
E00620,Operations,Logistics Coordinator,Hyderabad,3,10,On-site,997410,Resigned
E00621,Finance,Financial Analyst,Hyderabad,5,16,Remote,1742017,Active
E00622,Sales,Sales Executive,Pune,2,13,On-site,934494,Resigned
E00623,Sales,BD Associate,Hyderabad,4,12,On-site,2070908,Active
E00624,Finance,Financial Analyst,Kolkata,3,8,On-site,2138007,Resigned
E00625,Sales,BD Associate,Kolkata,2,15,On-site,2160217,Resigned
E00626,HR,HR Assistant,Chennai,5,6,Hybrid,1335610,Active
E00627,Support,Support Engineer,Pune,2,13,On-site,343078,Resigned
E00628,HR,HR Manager,Kolkata,2,8,On-site,1799317,Resigned
E00629,Finance,Auditor,Delhi,2,10,Hybrid,1993967,Active
E00630,Sales,Sales Executive,Bangalore,3,4,Remote,740999,Active
E00631,Marketing,Marketing Executive,Hyderabad,3,12,Remote,1877650,Active
E00632,Sales,BD Associate,Pune,1,17,On-site,478584,Resigned
E00633,HR,Recruiter,Chennai,5,14,On-site,1114285,Active
E00634,HR,HR Assistant,Kolkata,1,9,Remote,865416,Active
E00635,Marketing,Content Strategist,Kolkata,1,13,On-site,2029810,Resigned
E00636,Operations,Operations Executive,Pune,5,6,On-site,378447,Resigned
E00637,HR,HR Assistant,Mumbai,2,10,On-site,1611425,Active
E00638,Finance,Financial Analyst,Pune,1,11,On-site,1190335,Active
E00639,Sales,Sales Executive,Hyderabad,2,14,On-site,805710,Resigned
E00640,Marketing,Content Strategist,Hyderabad,4,12,Remote,689358,Active
E00641,Sales,Sales Executive,Chennai,2,15,On-site,2313534,Active
E00642,Marketing,Content Strategist,Pune,2,6,On-site,1744139,Active
E00643,Operations,Logistics Coordinator,Kolkata,4,14,Hybrid,1257378,Active
E00644,Operations,Operations Executive,Delhi,4,19,Hybrid,2351121,Active
E00645,HR,HR Assistant,Pune,4,12,On-site,751793,Active
E00646,Marketing,SEO Specialist,Chennai,4,19,Remote,2020403,Active
E00647,Finance,Auditor,Pune,4,14,Hybrid,2322723,Active
E00648,Sales,Sales Manager,Mumbai,5,19,Hybrid,778036,Resigned
E00649,Sales,Sales Executive,Hyderabad,2,12,Remote,850198,Resigned
E00650,HR,HR Manager,Kolkata,3,20,Remote,1869282,Active
E00651,HR,Recruiter,Hyderabad,2,1,Hybrid,1650791,Active
E00652,Marketing,Content Strategist,Chennai,3,0,On-site,1194131,Active
E00653,Support,Customer Support,Hyderabad,1,0,On-site,774608,Resigned
E00654,Operations,Operations Manager,Kolkata,2,9,Remote,1553659,Resigned
E00655,Finance,Financial Analyst,Delhi,3,12,On-site,2003282,Active
E00656,IT,Data Analyst,Bangalore,2,19,On-site,364456,Resigned
E00657,HR,HR Manager,Bangalore,5,8,Hybrid,694718,Active
E00658,Operations,Operations Manager,Bangalore,4,17,On-site,2390321,Resigned
E00659,IT,Data Analyst,Hyderabad,1,11,On-site,752264,Resigned
E00660,Sales,BD Associate,Hyderabad,2,0,Hybrid,2017413,Resigned
E00661,Support,Support Engineer,Pune,2,14,Remote,2152716,Resigned
E00662,Operations,Operations Manager,Pune,5,17,On-site,1975089,Active
E00663,Sales,Sales Manager,Pune,4,12,On-site,592221,Active
E00664,Operations,Operations Executive,Bangalore,5,3,Hybrid,854453,Active
E00665,Operations,Logistics Coordinator,Delhi,5,3,On-site,2301789,Active
E00666,IT,DevOps Engineer,Kolkata,5,6,On-site,2080288,Active
E00667,Support,Customer Support,Chennai,5,19,Hybrid,961423,Active
E00668,Support,Tech Support,Bangalore,5,2,On-site,1118277,Resigned
E00669,Operations,Logistics Coordinator,Hyderabad,3,4,Hybrid,659925,Active
E00670,Support,Customer Support,Mumbai,5,4,On-site,528104,Resigned
E00671,IT,ML Engineer,Hyderabad,3,6,Remote,2089050,Active
E00672,HR,Recruiter,Hyderabad,3,0,On-site,593150,Active
E00673,HR,HR Assistant,Hyderabad,5,15,On-site,1214795,Resigned
E00674,Finance,Accountant,Hyderabad,1,6,Remote,387900,Active
E00675,Operations,Operations Executive,Pune,4,19,On-site,1753061,Resigned
E00676,Sales,Sales Manager,Mumbai,3,10,On-site,368920,Resigned
E00677,Finance,Auditor,Delhi,4,14,Hybrid,1720413,Resigned
E00678,HR,Recruiter,Delhi,2,10,On-site,1791037,Active
E00679,IT,Data Analyst,Hyderabad,1,2,Remote,775754,Resigned
E00680,Support,Tech Support,Delhi,5,3,On-site,1919771,Resigned
E00681,Operations,Operations Executive,Pune,5,15,On-site,1094156,Active
E00682,IT,ML Engineer,Pune,4,10,Remote,1640598,Active
E00683,Finance,Financial Analyst,Bangalore,5,17,Hybrid,1709096,Active
E00684,Finance,Accountant,Hyderabad,3,16,On-site,1265197,Active
E00685,Operations,Logistics Coordinator,Pune,1,18,On-site,2442942,Active
E00686,Marketing,SEO Specialist,Pune,1,9,Hybrid,2244449,Resigned
E00687,HR,HR Manager,Bangalore,5,17,On-site,1082307,Active
E00688,Sales,Sales Executive,Hyderabad,2,3,Hybrid,562579,Active
E00689,Marketing,SEO Specialist,Bangalore,5,2,On-site,1774631,Active
E00690,HR,Recruiter,Delhi,3,13,On-site,1156395,Active
E00691,Finance,Auditor,Delhi,3,3,Hybrid,1220278,Active
E00692,HR,Recruiter,Bangalore,4,10,Hybrid,2049971,Active
E00693,Operations,Logistics Coordinator,Kolkata,5,0,On-site,2160617,Active
E00694,Operations,Operations Manager,Pune,4,7,Remote,2486157,Active
E00695,IT,Data Analyst,Bangalore,2,4,Hybrid,466486,Active
E00696,Operations,Logistics Coordinator,Chennai,1,10,On-site,1978782,Active
E00697,Support,Support Engineer,Hyderabad,2,2,On-site,1740641,Resigned
